2024-04-16 17:33:45.828 | ERROR    | database.data:insert_products:47 - can only concatenate str (not "int") to str
2024-04-16 17:33:45.829 | WARNING  | monitor.taobao:save_product_info:65 - 产品数据插入失败
2024-04-16 17:34:48.890 | ERROR    | database.data:insert_products:47 - can only concatenate str (not "int") to str
2024-04-16 17:34:48.891 | WARNING  | monitor.taobao:save_product_info:65 - 产品数据插入失败
2024-04-16 17:35:25.001 | ERROR    | database.data:insert_products:48 - can only concatenate str (not "int") to str
2024-04-16 17:35:25.012 | WARNING  | monitor.taobao:save_product_info:65 - 产品数据插入失败
2024-04-16 17:35:41.962 | ERROR    | database.data:insert_products:47 - can only concatenate str (not "int") to str
2024-04-16 17:35:41.962 | WARNING  | monitor.taobao:save_product_info:65 - 产品数据插入失败
2024-04-16 17:36:53.983 | ERROR    | database.data:insert_products:47 - can only concatenate str (not "int") to str
2024-04-16 17:36:53.984 | WARNING  | monitor.taobao:save_product_info:65 - 产品数据插入失败
2024-04-16 17:37:43.289 | INFO     | database.data:insert_products:41 - 数据插入成功，受影响行数，1
2024-04-17 00:14:21.582 | INFO     | database.data:insert_price:124 - 数据插入成功，受影响行数，1
2024-04-17 00:14:21.594 | INFO     | monitor.taobao:get_product_price:55 - 第2次监控价格，当前价格：199，最初价格：13.00
2024-04-17 00:16:55.099 | INFO     | database.data:insert_price:124 - 数据插入成功，受影响行数，1
2024-04-17 00:16:55.100 | INFO     | monitor.taobao:get_product_price:57 - 第4次监控价格，当前价格：199.0，最初价格：13.00
2024-04-17 01:14:22.605 | INFO     | utils.send_email:send:101 - =-=-=-=-=-=-= Action send mail
2024-04-17 01:14:22.616 | INFO     | utils.send_email:send:111 - Email receivers have 1678336204<1678336204@qq.com>
2024-04-17 01:14:22.897 | INFO     | utils.send_email:send:134 - Takes a total of 292069 seconds
2024-04-17 01:14:22.897 | INFO     | utils.send_email:send:135 - =-=-=-=-=-=-= End send mail
2024-04-17 10:01:41.407 | INFO     | utils.send_email:send:101 - =-=-=-=-=-=-= Action send mail
2024-04-17 10:01:41.408 | INFO     | utils.send_email:send:111 - Email receivers have 1678336204<1678336204@qq.com>
2024-04-17 10:01:41.739 | INFO     | utils.send_email:send:134 - Takes a total of 332074 seconds
2024-04-17 10:01:41.740 | INFO     | utils.send_email:send:135 - =-=-=-=-=-=-= End send mail
2024-04-17 10:03:11.231 | INFO     | utils.send_email:send:101 - =-=-=-=-=-=-= Action send mail
2024-04-17 10:03:11.231 | INFO     | utils.send_email:send:111 - Email receivers have 1678336204<1678336204@qq.com>
2024-04-17 10:03:11.586 | INFO     | utils.send_email:send:134 - Takes a total of 354728 seconds
2024-04-17 10:03:11.586 | INFO     | utils.send_email:send:135 - =-=-=-=-=-=-= End send mail
2024-04-17 10:04:40.565 | INFO     | utils.send_email:send:101 - =-=-=-=-=-=-= Action send mail
2024-04-17 10:04:40.565 | INFO     | utils.send_email:send:111 - Email receivers have 1678336204<1678336204@qq.com>
2024-04-17 10:04:40.821 | INFO     | utils.send_email:send:134 - Takes a total of 255570 seconds
2024-04-17 10:04:40.821 | INFO     | utils.send_email:send:135 - =-=-=-=-=-=-= End send mail
2024-04-17 10:12:17.607 | INFO     | utils.send_email:send:101 - =-=-=-=-=-=-= Action send mail
2024-04-17 10:12:17.607 | INFO     | utils.send_email:send:111 - Email receivers have 1678336204<1678336204@qq.com>
2024-04-17 10:12:17.870 | INFO     | utils.send_email:send:134 - Takes a total of 263058 seconds
2024-04-17 10:12:17.870 | INFO     | utils.send_email:send:135 - =-=-=-=-=-=-= End send mail
2024-04-17 10:13:00.830 | INFO     | utils.send_email:send:101 - =-=-=-=-=-=-= Action send mail
2024-04-17 10:13:00.830 | INFO     | utils.send_email:send:111 - Email receivers have 1678336204<1678336204@qq.com>
2024-04-17 10:13:01.133 | INFO     | utils.send_email:send:134 - Takes a total of 302909 seconds
2024-04-17 10:13:01.134 | INFO     | utils.send_email:send:135 - =-=-=-=-=-=-= End send mail
